date,temperature,wind,snow,rain
1/4/2010 0:00,-12,16.09,0,0
1/4/2010 1:00,-9,21.9,0,0
1/4/2010 2:00,-10,29.95,0,0
1/4/2010 3:00,-11,39.78,0,0
1/4/2010 4:00,-11,48.72,0,0
1/4/2010 5:00,-12,55.87,0,0
1/4/2010 6:00,-12,64.81,0,0
1/4/2010 7:00,-13,73.75,0,0
1/4/2010 8:00,-13,80.9,0,0
1/4/2010 9:00,-13,90.73,0,0
1/4/2010 10:00,-12,100.56,0,0
1/4/2010 11:00,-12,108.61,0,0
1/4/2010 12:00,-11,117.55,0,0
1/4/2010 13:00,-10,127.38,0,0
1/4/2010 14:00,-10,136.32,0,0
1/4/2010 15:00,-9,145.26,0,0
1/4/2010 16:00,-9,152.41,0,0
1/4/2010 17:00,-11,159.56,0,0
1/4/2010 18:00,-11,165.37,0,0
1/4/2010 19:00,-12,171.18,0,0
1/4/2010 20:00,-12,180.12,0,0
1/4/2010 21:00,-13,187.27,0,0
1/4/2010 22:00,-13,195.32,0,0
1/4/2010 23:00,-15,198.45,0,0
1/5/2010 0:00,-17,201.58,0,0
1/5/2010 1:00,-18,205.6,0,0
1/5/2010 2:00,-19,208.73,0,0
1/5/2010 3:00,-18,213.65,0,0
1/5/2010 4:00,-19,218.57,0,0
1/5/2010 5:00,-16,4.92,0,0
1/5/2010 6:00,-16,8.05,0,0
1/5/2010 7:00,-16,13.86,0,0
1/5/2010 8:00,-16,18.78,0,0
1/5/2010 9:00,-15,24.59,0,0
1/5/2010 10:00,-14,29.51,0,0
1/5/2010 11:00,-13,34.43,0,0
1/5/2010 12:00,-12,39.35,0,0
1/5/2010 13:00,-11,41.14,0,0
1/5/2010 14:00,-11,0.89,0,0
1/5/2010 15:00,-11,1.79,0,0
1/5/2010 16:00,-11,3.58,0,0
1/5/2010 17:00,-11,5.37,0,0
1/5/2010 18:00,-11,7.16,0,0
1/5/2010 19:00,-13,10.29,0,0
1/5/2010 20:00,-12,13.42,0,0
1/5/2010 21:00,-18,16.55,0,0
1/5/2010 22:00,-13,20.57,0,0
1/5/2010 23:00,-16,23.7,0,0
1/6/2010 0:00,-17,26.83,0,0
1/6/2010 1:00,-14,4.02,0,0
1/6/2010 2:00,-14,8.04,0,0
1/6/2010 3:00,-14,13.85,0,0
1/6/2010 4:00,-14,17.87,0,0
1/6/2010 5:00,-14,23.68,0,0
1/6/2010 6:00,-14,28.6,0,0
1/6/2010 7:00,-15,33.52,0,0
1/6/2010 8:00,-14,39.33,0,0
1/6/2010 9:00,-13,44.25,0,0
1/6/2010 10:00,-12,50.06,0,0
1/6/2010 11:00,-11,54.98,0,0
1/6/2010 12:00,-10,59,0,0
1/6/2010 13:00,-10,4.02,0,0
1/6/2010 14:00,-9,5.81,0,0
1/6/2010 15:00,-8,0.89,0,0
1/6/2010 16:00,-8,1.79,0,0
1/6/2010 17:00,-9,3.58,0,0
1/6/2010 18:00,-9,5.37,0,0
1/6/2010 19:00,-14,0.89,0,0
1/6/2010 20:00,-12,1.79,0,0
1/6/2010 21:00,-14,3.58,0,0
1/6/2010 22:00,-16,5.37,0,0
1/6/2010 23:00,-16,7.16,0,0
1/7/2010 0:00,-16,8.95,0,0
1/7/2010 1:00,-16,0.45,0,0
1/7/2010 2:00,-18,1.34,0,0
1/7/2010 3:00,-15,4.02,0,0
1/7/2010 4:00,-16,7.15,0,0
1/7/2010 5:00,-15,10.28,0,0
1/7/2010 6:00,-15,14.3,0,0
1/7/2010 7:00,-13,4.92,0,0
1/7/2010 8:00,-14,4.02,0,0
1/7/2010 9:00,-12,8.94,0,0
1/7/2010 10:00,-11,12.96,0,0
1/7/2010 11:00,-10,16.09,0,0
1/7/2010 12:00,-9,19.22,0,0
1/7/2010 13:00,-8,21.01,0,0
1/7/2010 14:00,-7,22.8,0,0
1/7/2010 15:00,-7,24.59,0,0
1/7/2010 16:00,-8,26.38,0,0
1/7/2010 17:00,-9,28.17,0,0
1/7/2010 18:00,-11,0.89,0,0
1/7/2010 19:00,-11,1.79,0,0
1/7/2010 20:00,-15,1.79,0,0
1/7/2010 21:00,-14,0.45,0,0
1/7/2010 22:00,-14,1.34,0,0
1/7/2010 23:00,-16,2.23,0,0
1/8/2010 0:00,-17,1.79,0,0
1/8/2010 1:00,-16,3.58,0,0
1/8/2010 2:00,-16,0.89,0,0
1/8/2010 3:00,-15,0.89,0,0
1/8/2010 4:00,-15,0.45,0,0
1/8/2010 5:00,-15,1.34,0,0
1/8/2010 6:00,-15,1.79,0,0
1/8/2010 7:00,-13,0.89,0,0
1/8/2010 8:00,-12,0.89,0,0
1/8/2010 9:00,-12,1.78,0,0
1/8/2010 10:00,-10,0.89,0,0
1/8/2010 11:00,-10,0.89,0,0
1/8/2010 12:00,-9,3.13,0,0
1/8/2010 13:00,-8,4.92,0,0
1/8/2010 14:00,-8,0.89,0,0
1/8/2010 15:00,-8,1.78,0,0
1/8/2010 16:00,-8,2.67,0,0
1/8/2010 17:00,-8,0.89,0,0
1/8/2010 18:00,-9,0.45,0,0
1/8/2010 19:00,-11,1.34,0,0
1/8/2010 20:00,-12,1.79,0,0
1/8/2010 21:00,-14,1.79,0,0
1/8/2010 22:00,-9,4.92,0,0
1/8/2010 23:00,-11,6.71,0,0
1/9/2010 0:00,-13,0.89,0,0
1/9/2010 1:00,-13,3.13,0,0
1/9/2010 2:00,-14,4.92,0,0
1/9/2010 3:00,-15,8.05,0,0
1/9/2010 4:00,-13,9.84,0,0
1/9/2010 5:00,-16,13.86,0,0
1/9/2010 6:00,-15,17.88,0,0
1/9/2010 7:00,-15,21.9,0,0
1/9/2010 8:00,-14,25.92,0,0
1/9/2010 9:00,-9,5.81,0,0
1/9/2010 10:00,-7,11.62,0,0
1/9/2010 11:00,-6,17.43,0,0
1/9/2010 12:00,-6,23.24,0,0
1/9/2010 13:00,-5,28.16,0,0
1/9/2010 14:00,-4,33.08,0,0
1/9/2010 15:00,-4,37.1,0,0
1/9/2010 16:00,-4,38.89,0,0
1/9/2010 17:00,-4,1.79,0,0
1/9/2010 18:00,-7,3.13,0,0
1/9/2010 19:00,-6,3.13,0,0
1/9/2010 20:00,-7,4.92,0,0
1/9/2010 21:00,-6,3.13,0,0
1/9/2010 22:00,-8,0.45,0,0
1/9/2010 23:00,-8,0.9,0,0
1/10/2010 0:00,-11,0.89,0,0
1/10/2010 1:00,-13,1.78,0,0
1/10/2010 2:00,-12,4.91,0,0
1/10/2010 3:00,-13,8.04,0,0
1/10/2010 4:00,-14,9.83,0,0
1/10/2010 5:00,-13,12.96,0,0
1/10/2010 6:00,-13,16.09,0,0
1/10/2010 7:00,-14,19.22,0,0
1/10/2010 8:00,-14,22.35,0,0
1/10/2010 9:00,-12,24.14,0,0
1/10/2010 10:00,-7,4.02,0,0
1/10/2010 11:00,-7,3.13,0,0
1/10/2010 12:00,-7,6.26,0,0
1/10/2010 13:00,-6,9.39,0,0
1/10/2010 14:00,-6,12.52,0,0
1/10/2010 15:00,-5,14.31,0,0
1/10/2010 16:00,-5,16.1,0,0
1/10/2010 17:00,-6,19.23,0,0
1/10/2010 18:00,-7,23.25,0,0
1/10/2010 19:00,-6,27.27,0,0
1/10/2010 20:00,-6,30.4,0,0
1/10/2010 21:00,-4,35.32,0,0
1/10/2010 22:00,-4,44.26,0,0
1/10/2010 23:00,-5,52.31,0,0
1/11/2010 0:00,-6,60.36,0,0
1/11/2010 1:00,-8,0.89,0,0
1/11/2010 2:00,-11,4.02,0,0
1/11/2010 3:00,-11,8.94,0,0
1/11/2010 4:00,-11,4.02,0,0
1/11/2010 5:00,-12,3.13,0,0
1/11/2010 6:00,-12,4.92,0,0
1/11/2010 7:00,-13,5.81,0,0
1/11/2010 8:00,-9,13.86,0,0
1/11/2010 9:00,-10,21.91,0,0
1/11/2010 10:00,-9,29.06,0,0
1/11/2010 11:00,-9,33.08,0,0
1/11/2010 12:00,-6,42.02,0,0
1/11/2010 13:00,-5,50.96,0,0
1/11/2010 14:00,-5,59.01,0,0
1/11/2010 15:00,-5,66.16,0,0
1/11/2010 16:00,-5,71.97,0,0
1/11/2010 17:00,-5,76.89,0,0
1/11/2010 18:00,-7,81.81,0,0
1/11/2010 19:00,-7,85.83,0,0
1/11/2010 20:00,-8,89.85,0,0
1/11/2010 21:00,-10,91.64,0,0
1/11/2010 22:00,-13,93.43,0,0
1/11/2010 23:00,-12,0.89,0,0
1/12/2010 0:00,-15,1.78,0,0
1/12/2010 1:00,-14,1.79,0,0
1/12/2010 2:00,-14,0.89,0,0
1/12/2010 3:00,-18,1.79,0,0
1/12/2010 4:00,-13,3.58,0,0
1/12/2010 5:00,-14,3.13,0,0
1/12/2010 6:00,-14,7.15,0,0
1/12/2010 7:00,-12,12.96,0,0
1/12/2010 8:00,-14,16.98,0,0
1/12/2010 9:00,-12,21,0,0
1/12/2010 10:00,-11,26.81,0,0
1/12/2010 11:00,-11,35.75,0,0
1/12/2010 12:00,-11,47.82,0,0
1/12/2010 13:00,-11,63.02,0,0
1/12/2010 14:00,-11,75.98,0,0
1/12/2010 15:00,-11,88.05,0,0
1/12/2010 16:00,-11,101.01,0,0
1/12/2010 17:00,-11,109.06,0,0
1/12/2010 18:00,-11,118,0,0
1/12/2010 19:00,-11,126.05,0,0
1/12/2010 20:00,-12,134.1,0,0
1/12/2010 21:00,-12,142.15,0,0
1/12/2010 22:00,-12,150.2,0,0
1/12/2010 23:00,-12,160.03,0,0
1/13/2010 0:00,-12,169.86,0,0
1/13/2010 1:00,-12,178.8,0,0
1/13/2010 2:00,-12,189.98,0,0
1/13/2010 3:00,-13,198.03,0,0
1/13/2010 4:00,-12,205.18,0,0
1/13/2010 5:00,-12,215.01,0,0
1/13/2010 6:00,-12,226.19,0,0
1/13/2010 7:00,-12,235.13,0,0
1/13/2010 8:00,-12,243.18,0,0
1/13/2010 9:00,-11,252.12,0,0
1/13/2010 10:00,-10,257.93,0,0
1/13/2010 11:00,-9,263.74,0,0
1/13/2010 12:00,-8,270.89,0,0
1/13/2010 13:00,-6,278.94,0,0
1/13/2010 14:00,-5,286.99,0,0
1/13/2010 15:00,-5,294.14,0,0
1/13/2010 16:00,-5,299.06,0,0
1/13/2010 17:00,-7,1.79,0,0
1/13/2010 18:00,-8,0.45,0,0
1/13/2010 19:00,-9,1.34,0,0
1/13/2010 20:00,-10,1.79,0,0
1/13/2010 21:00,-13,0.89,0,0
1/13/2010 22:00,-12,1.78,0,0
1/13/2010 23:00,-13,0.89,0,0
1/14/2010 0:00,-14,1.78,0,0
1/14/2010 1:00,-15,2.67,0,0
1/14/2010 2:00,-15,0.89,0,0
1/14/2010 3:00,-16,1.78,0,0
1/14/2010 4:00,-16,3.57,0,0
1/14/2010 5:00,-17,6.7,0,0
1/14/2010 6:00,-14,10.72,0,0
1/14/2010 7:00,-17,13.85,0,0
1/14/2010 8:00,-15,15.64,0,0
1/14/2010 9:00,-14,18.77,0,0
1/14/2010 10:00,-10,22.79,0,0
1/14/2010 11:00,-9,24.58,0,0
1/14/2010 12:00,-6,26.37,0,0
1/14/2010 13:00,-5,28.16,0,0
1/14/2010 14:00,-5,29.95,0,0
1/14/2010 15:00,-4,33.08,0,0
1/14/2010 16:00,-4,0.89,0,0
1/14/2010 17:00,-5,1.79,0,0
1/14/2010 18:00,-3,5.81,0,0
1/14/2010 19:00,-3,11.62,0,0
1/14/2010 20:00,-4,20.56,0,0
1/14/2010 21:00,-5,24.58,0,0
1/14/2010 22:00,-6,3.13,0,0
1/14/2010 23:00,-6,8.05,0,0
1/15/2010 0:00,-7,13.86,0,0
1/15/2010 1:00,-8,5.81,0,0
1/15/2010 2:00,-10,11.62,0,0
1/15/2010 3:00,-10,14.75,0,0
1/15/2010 4:00,-9,19.67,0,0
1/15/2010 5:00,-9,7.15,0,0
1/15/2010 6:00,-9,12.96,0,0
1/15/2010 7:00,-9,18.77,0,0
1/15/2010 8:00,-8,22.79,0,0
1/15/2010 9:00,-8,28.6,0,0
1/15/2010 10:00,-7,35.75,0,0
1/15/2010 11:00,-6,41.56,0,0
1/15/2010 12:00,-5,45.58,0,0
1/15/2010 13:00,-4,1.79,0,0
1/15/2010 14:00,-3,0.89,0,0
1/15/2010 15:00,-3,1.78,0,0
1/15/2010 16:00,-2,2.23,0,0
1/15/2010 17:00,-5,0.89,0,0
1/15/2010 18:00,-6,0.89,0,0
1/15/2010 19:00,-6,1.78,0,0
1/15/2010 20:00,-6,1.79,0,0
1/15/2010 21:00,-8,3.58,0,0
1/15/2010 22:00,-10,0.89,0,0
1/15/2010 23:00,-11,1.78,0,0
1/16/2010 0:00,-11,2.67,0,0
1/16/2010 1:00,-13,0.89,0,0
1/16/2010 2:00,-12,0.89,0,0
1/16/2010 3:00,-13,0.89,0,0
1/16/2010 4:00,-12,1.78,0,0
1/16/2010 5:00,-10,1.79,0,0
1/16/2010 6:00,-10,2.68,0,0
1/16/2010 7:00,-11,4.47,0,0
1/16/2010 8:00,-11,6.26,0,0
1/16/2010 9:00,-9,8.05,0,0
1/16/2010 10:00,-9,9.84,0,0
1/16/2010 11:00,-6,0.89,0,0
1/16/2010 12:00,-5,1.79,0,0
1/16/2010 13:00,-4,0.89,0,0
1/16/2010 14:00,-3,1.78,0,0
1/16/2010 15:00,-3,2.67,0,0
1/16/2010 16:00,-3,3.56,0,0
1/16/2010 17:00,-4,0.89,0,0
1/16/2010 18:00,-7,0.89,0,0
1/16/2010 19:00,-7,1.78,0,0
1/16/2010 20:00,-8,2.23,0,0
1/16/2010 21:00,-9,3.12,0,0
1/16/2010 22:00,-11,0.89,0,0
1/16/2010 23:00,-11,2.68,0,0
1/17/2010 0:00,-12,5.81,0,0
1/17/2010 1:00,-11,0.45,0,0
1/17/2010 2:00,-11,1.34,0,0
1/17/2010 3:00,-12,1.79,0,0
1/17/2010 4:00,-12,3.58,0,0
1/17/2010 5:00,-10,6.71,0,0
1/17/2010 6:00,-11,9.84,0,0
1/17/2010 7:00,-10,11.63,0,0
1/17/2010 8:00,-10,14.76,0,0
1/17/2010 9:00,-8,17.89,0,0
1/17/2010 10:00,-6,0.45,0,0
1/17/2010 11:00,-5,1.34,0,0
1/17/2010 12:00,-4,2.23,0,0
1/17/2010 13:00,-3,3.12,0,0
1/17/2010 14:00,-1,4.01,0,0
1/17/2010 15:00,-1,4.46,0,0
1/17/2010 16:00,-1,0.89,0,0
1/17/2010 17:00,-3,1.78,0,0
1/17/2010 18:00,-5,2.67,0,0
1/17/2010 19:00,-6,0.89,0,0
1/17/2010 20:00,-7,0.45,0,0
1/17/2010 21:00,-7,0.9,0,0
1/17/2010 22:00,-9,1.35,0,0
1/17/2010 23:00,-9,0.89,0,0
1/18/2010 0:00,-10,0.89,0,0
1/18/2010 1:00,-11,3.13,0,0
1/18/2010 2:00,-9,4.92,0,0
1/18/2010 3:00,-10,6.71,0,0
1/18/2010 4:00,-11,7.6,0,0
1/18/2010 5:00,-11,1.79,0,0
1/18/2010 6:00,-11,0.89,0,0
1/18/2010 7:00,-11,4.02,0,0
1/18/2010 8:00,-11,5.81,0,0
1/18/2010 9:00,-6,9.83,0,0
1/18/2010 10:00,-5,11.62,0,0
1/18/2010 11:00,-3,13.41,0,0
1/18/2010 12:00,-1,15.2,0,0
1/18/2010 13:00,0,16.99,0,0
1/18/2010 14:00,1,1.79,0,0
1/18/2010 15:00,1,0.89,0,0
1/18/2010 16:00,1,0.89,0,0
1/18/2010 17:00,-1,2.68,0,0
1/18/2010 18:00,-2,0.89,0,0
1/18/2010 19:00,-3,0.89,0,0
1/18/2010 20:00,-2,0.89,0,0
1/18/2010 21:00,-1,1.79,0,0
1/18/2010 22:00,-1,3.58,0,0
1/18/2010 23:00,-1,0.89,0,0
1/19/2010 0:00,-1,1.79,0,0
1/19/2010 1:00,-1,4.92,0,0
1/19/2010 2:00,-1,6.71,0,0
1/19/2010 3:00,-1,8.5,0,0
1/19/2010 4:00,-1,10.29,0,0
1/19/2010 5:00,-1,11.18,0,0
1/19/2010 6:00,-1,12.07,0,0
1/19/2010 7:00,-1,13.86,0,0
1/19/2010 8:00,0,0.89,0,0
1/19/2010 9:00,0,1.79,0,0
1/19/2010 10:00,0,0.89,0,0
1/19/2010 11:00,1,1.79,0,0
1/19/2010 12:00,1,0.89,0,0
1/19/2010 13:00,1,1.34,0,0
1/19/2010 14:00,1,0.89,0,0
1/19/2010 15:00,2,0.45,0,0
1/19/2010 16:00,2,1.34,0,0
1/19/2010 17:00,2,0.89,0,0
1/19/2010 18:00,1,0.89,0,0
1/19/2010 19:00,2,1.79,0,0
1/19/2010 20:00,1,4.92,0,0
1/19/2010 21:00,0,6.71,0,0
1/19/2010 22:00,0,8.5,0,0
1/19/2010 23:00,1,11.63,0,0
1/20/2010 0:00,0,14.76,0,0
1/20/2010 1:00,-1,16.55,0,0
1/20/2010 2:00,-2,19.68,0,0
1/20/2010 3:00,-1,25.49,0,0
1/20/2010 4:00,1,28.62,0,0
1/20/2010 5:00,0,31.75,0,0
1/20/2010 6:00,2,36.67,0,0
1/20/2010 7:00,1,41.59,0,0
1/20/2010 8:00,0,48.74,0,0
1/20/2010 9:00,0,55.89,0,0
1/20/2010 10:00,1,63.04,0,0
1/20/2010 11:00,0,71.09,0,0
1/20/2010 12:00,0,78.24,0,0
1/20/2010 13:00,-1,8.05,0,0
1/20/2010 14:00,-1,7.15,0,0
1/20/2010 15:00,-1,5.81,0,0
1/20/2010 16:00,-1,5.81,0,0
1/20/2010 17:00,-2,12.96,0,0
1/20/2010 18:00,-3,21.01,0,0
1/20/2010 19:00,-4,28.16,0,0
1/20/2010 20:00,-3,37.99,0,0
1/20/2010 21:00,-4,46.93,0,0
1/20/2010 22:00,-4,55.87,0,0
1/20/2010 23:00,-5,65.7,0,0
1/21/2010 0:00,-6,75.53,0,0
1/21/2010 1:00,-6,85.36,0,0
1/21/2010 2:00,-7,95.19,0,0
1/21/2010 3:00,-8,103.24,0,0
1/21/2010 4:00,-8,111.29,0,0
1/21/2010 5:00,-9,118.44,0,0
1/21/2010 6:00,-9,128.27,0,0
1/21/2010 7:00,-9,138.1,0,0
1/21/2010 8:00,-8,147.04,0,0
1/21/2010 9:00,-8,155.98,0,0
1/21/2010 10:00,-7,160.9,0,0
1/21/2010 11:00,-7,3.13,0,0
1/21/2010 12:00,-5,4.02,0,0
1/21/2010 13:00,-5,3.13,0,0
1/21/2010 14:00,-4,1.79,0,0
1/21/2010 15:00,-3,1.79,0,0
1/21/2010 16:00,-2,4.92,0,0
1/21/2010 17:00,-2,10.73,0,0
1/21/2010 18:00,-2,15.65,0,0
1/21/2010 19:00,-3,21.46,0,0
1/21/2010 20:00,-3,25.48,0,0
1/21/2010 21:00,-8,0.89,0,0
1/21/2010 22:00,-9,1.79,0,0
1/21/2010 23:00,-9,3.58,0,0
1/22/2010 0:00,-6,7.6,0,0
1/22/2010 1:00,-4,17.43,0,0
1/22/2010 2:00,-5,27.26,0,0
1/22/2010 3:00,-6,35.31,0,0
1/22/2010 4:00,-7,42.46,0,0
1/22/2010 5:00,-7,48.27,0,0
1/22/2010 6:00,-7,54.08,0,0
1/22/2010 7:00,-7,59,0,0
1/22/2010 8:00,-7,63.92,0,0
1/22/2010 9:00,-5,67.94,0,0
1/22/2010 10:00,-4,75.09,0,0
1/22/2010 11:00,-4,84.03,0,0
1/22/2010 12:00,-3,95.21,0,0
1/22/2010 13:00,-3,105.04,0,0
1/22/2010 14:00,-2,114.87,0,0
1/22/2010 15:00,-2,124.7,0,0
1/22/2010 16:00,-2,133.64,0,0
1/22/2010 17:00,-2,139.45,0,0
1/22/2010 18:00,-3,144.37,0,0
1/22/2010 19:00,-5,149.29,0,0
1/22/2010 20:00,-4,153.31,0,0
1/22/2010 21:00,-4,159.12,0,0
1/22/2010 22:00,-4,164.04,0,0
1/22/2010 23:00,-7,168.06,0,0
1/23/2010 0:00,-4,172.08,0,0
1/23/2010 1:00,-8,0.89,0,0
1/23/2010 2:00,-5,4.92,0,0
1/23/2010 3:00,-6,8.05,0,0
1/23/2010 4:00,-5,12.97,0,0
1/23/2010 5:00,-6,16.1,0,0
1/23/2010 6:00,-7,20.12,0,0
1/23/2010 7:00,-7,24.14,0,0
1/23/2010 8:00,-6,25.93,0,0
1/23/2010 9:00,-2,30.85,0,0
1/23/2010 10:00,-1,38.9,0,0
1/23/2010 11:00,0,46.95,0,0
1/23/2010 12:00,1,55,0,0
1/23/2010 13:00,2,63.05,0,0
1/23/2010 14:00,2,71.1,0,0
1/23/2010 15:00,3,79.15,0,0
1/23/2010 16:00,3,86.3,0,0
1/23/2010 17:00,2,91.22,0,0
1/23/2010 18:00,1,96.14,0,0
1/23/2010 19:00,0,100.16,0,0
1/23/2010 20:00,0,1.79,0,0
1/23/2010 21:00,-3,0.89,0,0
1/23/2010 22:00,0,1.79,0,0
1/23/2010 23:00,0,4.92,0,0
1/24/2010 0:00,-2,6.71,0,0
1/24/2010 1:00,-7,0.45,0,0
1/24/2010 2:00,-8,1.79,0,0
1/24/2010 3:00,-11,3.58,0,0
1/24/2010 4:00,-9,4.47,0,0
1/24/2010 5:00,-10,0.89,0,0
1/24/2010 6:00,-12,0.89,0,0
1/24/2010 7:00,-12,0.89,0,0
1/24/2010 8:00,-13,1.79,0,0
1/24/2010 9:00,-7,0.89,0,0
1/24/2010 10:00,-4,1.78,0,0
1/24/2010 11:00,0,2.67,0,0
1/24/2010 12:00,4,4.02,0,0
1/24/2010 13:00,5,13.85,0,0
1/24/2010 14:00,5,22.79,0,0
1/24/2010 15:00,5,32.62,0,0
1/24/2010 16:00,5,40.67,0,0
1/24/2010 17:00,3,49.61,0,0
1/24/2010 18:00,1,61.68,0,0
1/24/2010 19:00,-1,76.88,0,0
1/24/2010 20:00,-2,89.84,0,0
1/24/2010 21:00,-3,98.78,0,0
1/24/2010 22:00,-4,113.98,0,0
1/24/2010 23:00,-5,129.18,0,0
1/25/2010 0:00,-5,141.25,0,0
1/25/2010 1:00,-6,150.19,0,0
1/25/2010 2:00,-6,162.26,0,0
1/25/2010 3:00,-6,172.09,0,0
1/25/2010 4:00,-6,181.92,0,0
1/25/2010 5:00,-7,187.73,0,0
1/25/2010 6:00,-7,192.65,0,0
1/25/2010 7:00,-7,196.67,0,0
1/25/2010 8:00,-6,201.59,0,0
1/25/2010 9:00,-4,207.4,0,0
1/25/2010 10:00,-3,216.34,0,0
1/25/2010 11:00,-2,222.15,0,0
1/25/2010 12:00,-1,230.2,0,0
1/25/2010 13:00,1,238.25,0,0
1/25/2010 14:00,2,245.4,0,0
1/25/2010 15:00,2,252.55,0,0
1/25/2010 16:00,2,257.47,0,0
1/25/2010 17:00,1,4.02,0,0
1/25/2010 18:00,-1,7.15,0,0
1/25/2010 19:00,-1,10.28,0,0
1/25/2010 20:00,-4,12.07,0,0
1/25/2010 21:00,-1,15.2,0,0
1/25/2010 22:00,-5,0.89,0,0
1/25/2010 23:00,-3,3.13,0,0
1/26/2010 0:00,-9,0.89,0,0
1/26/2010 1:00,-8,1.78,0,0
1/26/2010 2:00,-11,2.23,0,0
1/26/2010 3:00,-12,3.12,0,0
1/26/2010 4:00,-10,3.13,0,0
1/26/2010 5:00,-10,4.92,0,0
1/26/2010 6:00,-12,6.71,0,0
1/26/2010 7:00,-10,8.5,0,0
1/26/2010 8:00,-13,1.79,0,0
1/26/2010 9:00,-8,4.02,0,0
1/26/2010 10:00,-6,5.81,0,0
1/26/2010 11:00,-3,0.89,0,0
1/26/2010 12:00,-1,1.79,0,0
1/26/2010 13:00,0,3.58,0,0
1/26/2010 14:00,1,0.89,0,0
1/26/2010 15:00,2,1.79,0,0
1/26/2010 16:00,1,4.92,0,0
1/26/2010 17:00,-1,5.81,0,0
1/26/2010 18:00,-3,6.7,0,0
1/26/2010 19:00,-3,0.89,0,0
1/26/2010 20:00,-5,0.89,0,0
1/26/2010 21:00,-6,1.79,0,0
1/26/2010 22:00,-5,0.89,0,0
1/26/2010 23:00,-4,1.79,0,0
1/27/2010 0:00,-4,3.58,0,0
1/27/2010 1:00,-3,5.37,0,0
1/27/2010 2:00,-4,7.16,0,0
1/27/2010 3:00,-4,10.29,0,0
1/27/2010 4:00,-3,12.08,0,0
1/27/2010 5:00,-4,15.21,0,0
1/27/2010 6:00,-5,17,0,0
1/27/2010 7:00,-4,18.79,0,0
1/27/2010 8:00,-3,3.13,0,0
1/27/2010 9:00,-1,6.26,0,0
1/27/2010 10:00,1,9.39,0,0
1/27/2010 11:00,3,1.79,0,0
1/27/2010 12:00,4,4.92,0,0
1/27/2010 13:00,6,8.05,0,0
1/27/2010 14:00,8,16.1,0,0
1/27/2010 15:00,8,24.15,0,0
1/27/2010 16:00,7,32.2,0,0
1/27/2010 17:00,7,39.35,0,0
1/27/2010 18:00,5,47.4,0,0
1/27/2010 19:00,4,52.32,0,0
1/27/2010 20:00,3,56.34,0,0
1/27/2010 21:00,3,62.15,0,0
1/27/2010 22:00,3,67.96,0,0
1/27/2010 23:00,0,71.98,0,0
1/28/2010 0:00,-1,76.9,0,0
1/28/2010 1:00,-1,7.15,0,0
1/28/2010 2:00,-1,12.07,0,0
1/28/2010 3:00,-2,16.09,0,0
1/28/2010 4:00,-2,21.01,0,0
1/28/2010 5:00,-3,25.03,0,0
1/28/2010 6:00,-3,3.13,0,0
1/28/2010 7:00,-3,8.05,0,0
1/28/2010 8:00,-3,12.97,0,0
1/28/2010 9:00,-2,20.12,0,0
1/28/2010 10:00,-2,25.93,0,0
1/28/2010 11:00,-1,35.76,0,0
1/28/2010 12:00,1,44.7,0,0
1/28/2010 13:00,1,53.64,0,0
1/28/2010 14:00,1,62.58,0,0
